ID,score
163,13.797663
164,24.084938
165,15.30192
166,17.766222
167,21.038994
168,11.184102
169,18.519829
170,14.115069
171,18.459934
172,14.409138
173,19.826246
174,22.034105
175,19.585337
176,17.419086
177,15.6685
178,14.259295
179,15.768534
180,23.436451
181,17.115051
182,14.82953
183,13.214759
184,23.86216
185,14.325915
186,14.808108
187,15.926657
188,13.424215
189,16.672771
190,23.589779
191,14.902947
192,19.087692
193,17.596489
194,18.853718
195,12.174392
196,15.336366
197,16.502535
198,18.70465
199,19.016668
200,16.997776
201,18.393003
202,13.239754
203,23.386864
204,22.833426
205,13.208607
206,16.297937
207,13.469269
208,18.714146
209,15.351743
210,21.9727
211,17.4015
212,17.355322
213,21.095509
214,18.12482
215,22.180124
216,12.890296
217,16.902426
218,12.492401
219,16.53441
220,11.248636
221,13.878519
222,19.58829
223,20.82565
224,26.3867
225,16.627264
226,27.20964
227,16.247845
228,21.487019
229,19.197502
230,25.821455
231,18.324583
232,16.130678
233,22.70813
234,17.332031
235,25.121914
236,15.076574
237,13.496317
238,17.151476
239,17.175732
240,17.016905
241,15.684901
242,16.269184
243,19.890926
244,20.273584
245,13.804706
246,18.907253
247,18.70508
248,13.412372
249,20.051357
250,18.295607
251,19.128334
252,17.390768
253,14.796611
254,12.903489
255,19.025572
256,11.78236
257,12.563265
258,23.061676
259,11.32419
260,12.258225
261,17.38396
262,20.758373
263,21.624622
264,17.724367
265,12.761213
266,18.721972
267,13.8847275
268,17.990278
269,13.700135
270,21.847265
271,23.910639
272,11.838338
273,11.711953
274,19.276728
275,19.32547
276,18.121084
277,19.742579
278,17.63425
279,16.984694
280,14.329779
281,29.70094
282,20.796925
283,13.790449
284,16.519371
285,18.208302
286,19.169647
287,15.928275
288,19.578817
289,14.965367
290,13.995149
291,21.305288
292,19.15394
293,20.355694
294,18.719734
295,23.118633
296,22.3947
297,14.395717
298,17.00594
299,15.632702
300,18.229961
301,13.89003
302,20.459932
303,18.569613
304,17.497581
305,18.209957
306,12.930147
307,15.013207
308,13.164441
309,19.215923
310,14.444721
311,18.766977
312,20.656754
313,22.968473
314,12.85783
315,17.170502
316,16.370245
317,18.135143
318,18.153233
319,18.177284
320,15.645469
321,19.130884
322,12.727494
323,15.060005
324,21.324621
325,18.276937
326,13.481302
327,20.102097
328,20.380037
329,19.934723
330,19.213068
331,17.270363
332,15.684952
333,18.440641
334,15.064288
335,10.746082
336,13.303813
337,20.383858
338,14.651576
339,16.250412
340,12.507305
341,17.719646
342,14.626146
343,18.061483
344,16.106796
345,15.076453
346,18.837322
347,18.763655
348,18.106653
349,17.36799
350,16.231722
351,14.741947
352,12.9042225
353,14.76497
354,13.860482
355,16.346199
356,20.76358
357,21.605316
358,18.861889
359,16.32652
360,14.313855
361,16.527296
362,13.399895
363,17.129831
364,19.664288
365,16.01838
366,23.943363
367,16.58751
368,19.172184
369,12.693927
370,19.36824
371,15.667228
372,12.712304
373,24.65066
374,15.586123
375,16.800367
376,13.697458
377,14.506116
378,21.63697
379,22.22726
380,15.993122
381,13.537716
382,20.051445
383,13.564998
384,26.681837
385,18.39628
386,19.919434
387,13.264201
388,16.986908
389,14.285422
390,12.495792
391,23.71802
392,13.9878845
393,19.401617
394,19.32159
395,21.845583
396,24.304708
397,17.471104
398,14.479894
399,12.070631
400,21.483725
401,18.696127
402,17.965425
403,20.224567
404,16.143755
405,26.760565
406,19.532385
407,21.307339
408,14.851588
409,18.196482
410,15.797706
411,14.100775
412,21.956078
413,12.206078
414,21.54281
415,12.141957
416,12.965308
417,15.517241
418,19.122766
419,12.831023
420,17.699636
421,14.142482
422,19.920858
423,23.122158
424,15.139902
425,15.832419
426,13.74967
427,16.532387
428,16.991854
429,15.761665
430,17.972668
431,12.610832
432,21.631638
433,16.055126
434,13.331193
435,17.735098
436,15.8054905
437,16.459663
438,26.474909
439,13.5451355
440,16.817312
441,16.860222
442,21.44955
443,24.52374
444,14.190963
445,19.183334
446,15.490374
447,17.446596
448,23.916142
449,14.788674
450,18.944227
451,15.567086
452,16.377316
453,26.19537
454,19.25687
455,15.56955
456,15.971597
457,13.734532
458,18.174055
459,17.921227
460,14.098088
461,13.844653
462,24.420847
463,31.755827
464,20.083464
465,17.132076
466,13.137308
467,13.808582
468,16.207819
469,22.79178
470,13.414186
471,19.181717
472,16.565462
473,12.010932
474,17.502853
475,18.365175
476,20.116692
477,14.060801
478,12.341936
479,15.205778
480,17.003998
481,21.61498
482,22.239182
483,17.822594
484,16.832258
485,15.191066
486,17.684757
487,20.256659
488,12.2798195
489,22.827103
490,28.84592
491,14.646338
492,22.588875
493,16.531572
494,15.274815
495,14.438987
496,14.711562
497,15.809772
498,14.938771
499,16.04735
500,16.062534
501,18.473717
502,13.9499
503,23.772913
504,17.55138
505,14.693935
506,16.826855
507,21.914476
508,15.178913
509,18.545027
510,22.492023
511,30.599522
512,11.600632
513,15.554022
514,20.865591
515,20.72763
516,11.8354
517,11.91621
518,15.2580805
519,21.840536
520,18.047064
521,19.482388
522,12.828912
523,19.411911
524,15.483015
525,14.620758
526,18.381992
527,14.487532
528,11.670584
529,11.425476
530,19.224834
531,23.756895
532,19.084675
533,18.598915
534,12.183227
535,17.834286
536,17.277344
537,12.747549
538,22.507093
539,17.720284
540,17.5053
541,17.022293
542,13.3375435
543,15.562846
544,15.917584
545,14.73342
546,20.290539
547,24.52818
548,18.12221
549,18.96081
550,16.117754
551,16.409103
552,18.885868
553,14.951984
554,26.17441
555,13.85265
556,17.06747
557,14.51045
558,19.315205
559,17.501263
560,19.029419
561,15.25266
562,18.359684
563,18.285707
564,19.435837
565,16.783087
566,19.520918
567,17.670128
568,22.376345
569,13.537879
570,17.23501
571,12.4861555
572,15.308216
573,16.845129
574,19.192125
575,19.837276
576,18.785313
577,18.047108
578,19.899307
579,14.501459
580,15.116887
581,15.463153
582,11.376374
583,16.594378
584,16.703075
585,17.268274
586,15.691043
587,16.454756
588,14.545446
589,18.257969
590,15.955133
591,18.777182
592,15.566855
593,21.291092
594,18.839891
595,15.2350645
596,12.708742
597,21.696796
598,15.379306
599,18.678146
600,21.879143
601,16.984436
602,15.8098
603,19.279154
604,15.440305
605,16.432884
606,14.208711
607,16.381517
608,20.102228
609,15.982146
610,11.229021
611,17.309948
612,23.511137
613,18.714315
614,15.038911
615,22.63821
616,16.289225
617,20.052124
618,19.197418
619,19.692326
620,15.028388
621,19.74822
622,17.951612
623,20.561567
624,17.16908
625,15.241705
626,16.271067
627,15.989002
628,15.775811
629,20.155546
630,16.747166
631,20.881662
632,18.758333
633,20.74176
634,13.347483
635,17.82742
636,17.049587
637,16.676374
638,14.977016
639,29.158854
640,17.549278
641,18.493717
642,13.668583
643,13.948797
644,17.434256
645,15.029066
646,13.1406145
647,19.65378
648,16.384354
649,22.192648
650,12.956167
651,16.297762
652,20.893635
653,22.111532
654,28.093197
655,18.88536
656,11.813354
657,14.214095
658,15.118145
659,10.436485
660,13.786505
661,17.238194
662,16.028275
663,18.185215
664,18.127247
665,16.518833
666,18.02257
667,17.548988
668,17.123995
669,11.203758
670,13.781385
671,21.102354
672,17.754148
673,22.815126
674,16.49839
675,20.669113
676,13.59909
677,14.448448
678,12.668776
679,15.178247
680,17.80448
681,19.909346
682,18.599874
683,16.042294
684,20.753757
685,25.56375
686,13.818989
687,16.154459
688,14.386495
689,9.409452
690,18.12033
691,15.268306
692,12.705829
693,14.255638
694,17.585228
695,13.534535
696,16.047873
697,18.439636
698,14.575167
699,20.400097
700,18.743723
701,16.243076
702,18.643856
703,15.216927
704,13.39105
705,16.286892
706,16.585861
707,18.406235
708,16.809965
709,14.150075
710,16.649118
711,15.928325
712,24.243793
713,19.278467
714,13.556862
715,18.547846
716,22.5115
717,28.145014
718,12.706982
719,20.609987
720,14.208333
721,18.007538
722,13.168985
723,21.806164
724,15.446456
725,16.071705
726,14.62162
727,15.493721
728,16.815804
729,19.1629
730,13.685162
731,17.874249
732,19.03698
733,17.27434
734,17.703295
735,17.903473
736,13.697686
737,17.391003
738,18.945404
739,23.714363
740,18.809483
741,20.184341
742,21.139805
743,12.605485
744,15.086768
745,20.605762
746,17.677374
747,16.639944
748,16.495354
749,17.81036
750,15.642993
751,15.734594
752,16.158821
753,17.04887
754,11.327317
755,24.71303
756,13.996718
757,13.985107
758,18.883648
759,18.955042
760,25.04449
761,14.922116
762,20.149694
763,19.138937
764,13.876507
765,12.96906
766,18.069868
767,21.252302
768,17.628084
769,23.601677
770,16.827295
771,16.35349
772,15.459479
773,19.675419
774,20.386835
775,16.026567
776,11.2257595
777,17.349056
778,18.655123
779,18.198265
780,16.080883
781,15.930843
782,13.457307
783,14.292701
784,12.96939
785,12.803421
786,28.601646
787,17.06111
788,14.883561
789,13.140183
790,25.137758
791,12.605529
792,15.558435
793,17.567284
794,19.936209
795,20.92897
796,30.54454
797,13.734839
798,14.992502
799,14.617064
800,15.164713
801,22.176815
802,17.897343
803,20.452415
804,14.781218
805,22.557154
806,19.351696
807,16.602808
808,15.970494
809,15.014521
810,18.80958
811,17.96074
812,17.23086
813,14.803357
814,21.026194
815,15.695397
816,19.07991
817,19.955868
818,14.984009
819,12.903006
820,15.787028
821,29.866024
822,17.686123
823,19.248652
824,19.946817
825,17.644827
826,12.619423
827,13.819033
828,14.339172
829,19.806633
830,16.106329
831,24.269882
832,14.836476
833,27.999538
834,17.82249
835,17.62788
836,22.674547
837,18.77488
838,14.280608
839,18.811092
840,9.047087
841,18.298813
842,12.717292
843,17.318583
844,18.946957
845,15.7979555
846,18.662502
847,17.824558
848,19.471422
849,20.985605
850,20.126114
851,16.450897
852,16.991335
853,19.687319
854,18.308634
855,16.565948
856,16.933613
857,12.919818
858,20.55805
859,15.735536
860,17.678823
861,14.201621
862,15.217932
863,16.081476
864,29.509338
865,18.225117
866,15.699337
867,29.232035
868,21.166042
869,19.067846
870,20.359232
871,19.567905
872,22.314762
873,19.943272
874,17.156885
875,16.496187
876,19.683067
877,22.863472
878,14.238673
879,14.283423
880,16.830555
881,19.156647
882,16.7192
883,17.689344
884,15.836267
885,9.691128
886,12.77542
887,12.904094
888,19.09126
889,21.701048
890,20.412354
891,11.005675
892,20.322514
893,18.05029
894,16.91067
895,21.403076
896,16.932299
897,19.596628
898,15.118428
899,13.850662
900,15.512121
901,17.298403
902,26.2244
903,22.138773
904,17.104338
905,15.834522
906,29.391354
907,16.868841
908,16.200891
909,14.675957
910,13.166454
911,14.319126
912,21.638288
913,14.612615
914,14.276541
915,12.160403
916,15.430723
917,16.631119
918,20.50501
919,13.963778
920,16.656183
921,16.33145
922,18.381992
923,14.285619
924,22.824518
925,12.404975
926,16.58378
927,16.514414
928,14.730192
929,12.609288
930,19.815168
931,16.7842
932,14.336976
933,21.405327
934,17.98569
935,16.731895
936,16.647865
937,17.198318
938,17.836512
939,21.407707
940,19.410122
941,16.501324
942,13.452304
943,18.586163
944,18.536745
945,16.38317
946,21.842154
947,18.04572
948,16.97782
949,20.75558
950,16.785227
951,13.823156
952,15.600819
953,20.065199
954,23.66719
955,20.525429
956,14.990113
957,21.698626
958,14.420781
959,16.505661
960,14.591263
961,15.526756
962,18.232786
963,16.85634
964,14.758821
965,21.779348
966,15.234799
967,19.15559
968,19.325985
969,14.277225
970,23.384901
971,24.698647
972,20.575884
973,21.925253
974,23.460367
975,16.773558
976,18.12265
977,14.849397
978,20.986109
979,20.371359
980,15.525065
981,15.250609
982,18.573912
983,18.195774
984,25.727715
985,14.921432
986,12.263594
987,15.571306
988,16.598398
989,11.949393
990,18.643763
991,18.394249
992,21.335224
993,15.08171
994,20.370625
995,20.083366
996,18.76501
997,15.742324
998,16.385077
999,16.257666
1000,18.584051
1001,13.014078
1002,20.212044
1003,16.447786
1004,15.753953
1005,15.180987
1006,16.276165
1007,18.880064
1008,18.545553
1009,20.263987
1010,10.856968
1011,15.008154
1012,15.517179
1013,18.027142
1014,20.418192
1015,30.085947
1016,17.08765
1017,21.919329
1018,15.131104
1019,17.333511
1020,17.450329
1021,14.814922
1022,13.328397
1023,17.714916
1024,12.036285
1025,18.007711
1026,16.912827
1027,20.383652
1028,22.091553
1029,15.53304
1030,15.447513
1031,27.45464
1032,20.196554
1033,19.88186
1034,27.97851
1035,17.550655
1036,14.568237
1037,15.610683
1038,19.656555
1039,23.41873
1040,16.022732
1041,26.719193
1042,23.559702
1043,15.384015
1044,17.916576
1045,15.61022
1046,25.137663
1047,22.737947
1048,12.558413
1049,21.215622
1050,17.272083
1051,21.499908
1052,16.83337
1053,18.2669
1054,14.9967375
1055,20.033274
1056,14.142968
1057,14.23533
1058,16.811306
1059,17.645323
1060,19.210413
1061,15.17623
1062,16.103785
1063,19.11279
1064,14.086407
1065,14.197227
1066,18.416986
1067,17.62375
1068,17.780228
1069,11.841178
1070,15.115978
1071,15.734622
1072,21.764368
1073,23.178818
1074,21.951778
1075,16.936474
1076,14.358482
1077,16.764862
1078,21.39166
1079,17.46955
1080,22.581715
1081,15.817258
1082,16.55742
1083,15.125396
1084,21.604612
1085,18.988598
1086,14.08842
1087,8.572269
1088,16.009867
1089,12.624704
1090,15.206817
1091,26.40893
1092,13.073965
1093,16.34284
1094,18.989273
1095,17.797827
1096,13.932264
1097,25.525291
1098,22.525608
1099,21.760017
1100,14.337646
1101,22.894604
1102,18.016249
1103,20.653067
1104,21.392801
1105,18.410944
1106,16.590406
1107,15.725801
1108,18.615847
1109,26.851145
1110,19.024805
1111,14.894991
1112,21.05676
1113,13.740764
1114,13.385219
1115,13.507233
1116,21.77115
1117,15.578286
1118,19.749481
1119,16.282385
1120,15.788156
1121,19.409718
1122,15.793092
1123,17.73849
1124,15.772569
1125,14.759962
1126,31.165762
1127,16.260872
1128,14.089698
1129,23.585962
1130,14.501993
1131,23.136879
1132,12.11585
1133,33.451736
1134,25.260216
1135,16.458757
1136,14.450698
1137,12.466294
1138,29.158482
1139,16.524687
1140,14.472122
1141,18.069506
1142,17.795753
1143,15.105126
1144,17.857403
1145,16.854456
1146,18.023405
1147,16.908255
1148,19.237228
1149,13.776194
1150,13.168278
1151,23.604507
1152,16.097885
1153,19.195543
1154,23.923883
1155,12.086385
1156,19.713896
1157,16.148298
1158,15.639213
1159,14.167198
1160,34.74946
1161,16.140167
1162,14.631472
1163,15.21207
1164,14.017813
1165,16.659681
1166,16.694065
1167,21.369318
1168,9.550023
1169,22.813843
1170,16.48828
1171,16.990343
1172,18.809294
1173,22.499897
1174,16.265774
1175,13.155801
1176,20.221571
1177,22.724699
1178,15.644643
1179,18.088898
1180,16.058012
1181,16.746918
1182,14.101654
1183,17.249506
1184,20.563423
1185,12.24395
1186,15.647066
1187,14.52669
1188,24.672651
1189,16.724087
1190,18.55649
1191,16.420662
1192,21.132828
1193,16.678381
1194,18.821453
1195,14.15146
1196,13.284
1197,13.962856
1198,15.7426
1199,12.181611
1200,22.59786
1201,16.156382
1202,16.39684
1203,16.636286
1204,17.036303
1205,10.677857
1206,24.954985
1207,13.067346
1208,11.8616905
1209,13.512975
1210,11.718765
1211,15.055746
1212,20.329065
1213,17.990934
1214,16.62516
1215,16.3636
1216,14.070271
1217,14.930668
1218,17.127453
1219,19.23012
1220,17.778753
1221,18.67744
1222,22.110668
1223,16.995363
1224,19.570982
1225,21.486433
1226,23.185585
1227,14.6301
1228,17.308542
1229,14.431623
1230,26.611622
1231,14.915845
1232,14.996952
1233,23.99652
1234,14.859512
1235,14.536391
1236,18.05504
1237,16.301195
1238,17.91683
1239,18.726198
1240,21.41511
1241,15.311742
1242,21.327515
1243,16.139719
1244,17.451662
1245,17.130102
1246,17.409956
1247,15.314554
1248,17.671904
1249,18.64504
1250,15.549625
1251,16.03111
1252,14.264212
1253,16.701069
1254,19.094254
1255,17.696661
1256,20.87679
1257,16.582293
1258,15.460947
1259,22.382685
1260,15.02918
1261,21.98425
1262,13.040268
1263,21.657242
1264,14.153754
1265,14.350566
1266,13.236761
1267,15.27667
1268,12.0261345
1269,22.063932
1270,22.551796
1271,18.482946
1272,17.99276
1273,15.661643
1274,12.937441
1275,15.136436
1276,14.584765
1277,19.877577
1278,15.823331
1279,21.022282
1280,17.90579
1281,16.34798
1282,9.375299
1283,17.168135
1284,13.189135
1285,16.67225
1286,15.09739
1287,20.710827
1288,21.006529
1289,16.132967
1290,15.557097
1291,20.555233
1292,21.836576
1293,18.354752
1294,18.972149
1295,12.159528
1296,16.611864
1297,16.601835
1298,17.39507
1299,23.38921
1300,21.334785
1301,12.4045315
1302,21.902231
1303,11.10577
1304,17.399944
1305,14.121206
1306,18.915686
1307,17.407358
1308,15.847088
1309,26.975107
1310,25.717712
1311,16.703045
1312,21.362514
1313,18.565422
1314,16.740484
1315,14.970066
1316,16.496485
1317,10.889361
1318,19.873236
1319,16.562393
1320,13.673289
1321,19.16357
1322,16.588583
1323,16.20366
1324,19.251629
1325,15.928587
1326,18.652117
1327,17.442274
1328,19.750843
1329,16.481323
1330,16.104002
1331,16.44094
1332,10.227442
1333,14.119866
1334,16.445568
1335,15.801192
1336,16.549313
1337,18.790186
1338,14.82873
1339,16.65635
1340,21.503443
1341,23.780125
1342,19.684574
1343,20.187855
1344,18.710255
1345,18.058697
1346,17.745895
1347,19.77452
1348,16.173899
1349,12.973546
1350,18.369097
1351,14.995297
1352,15.898043
1353,15.259059
1354,19.617533
1355,20.756067
1356,18.920115
1357,9.295941
1358,21.07321
1359,16.862349
1360,24.549534
1361,17.78766
1362,10.221882
1363,14.586891
1364,14.213353
1365,12.416562
1366,17.049538
1367,13.485997
1368,24.821432
1369,14.634691
1370,15.5164995
1371,15.080248
1372,16.265882
1373,18.141586
1374,18.595098
1375,14.250429
1376,20.970427
1377,12.855515
1378,12.743278
1379,14.596075
1380,22.256365
1381,19.54626
1382,16.709946
1383,24.537195
1384,16.651064
1385,14.040947
1386,17.590319
1387,19.085388
1388,15.416756
1389,13.249143
1390,15.99243
1391,15.299986
1392,19.585762
1393,12.593072
1394,14.721484
1395,19.000143
1396,14.300363
1397,24.235266
1398,18.246197
1399,18.03953
1400,12.684771
1401,12.894701
1402,18.050785
1403,17.034986
1404,18.678646
1405,15.4144335
1406,20.713179
1407,20.273968
1408,13.302962
1409,16.580042
1410,15.495615
1411,28.737375
1412,14.925904
1413,27.463633
1414,21.00125
1415,14.266918
1416,15.664572
1417,26.523823
1418,17.497095
1419,12.883706
1420,21.654417
1421,14.642286
1422,25.854841
1423,14.584755
1424,18.05716
1425,17.115295
1426,13.953801
1427,17.205845
1428,18.210623
1429,21.099764
1430,19.312454
1431,12.464484
1432,19.383873
1433,13.359662
1434,13.290581
1435,24.004644
1436,22.220917
1437,20.588615
1438,10.896416
1439,16.408304
1440,16.959743
1441,17.740559
1442,20.955883
1443,13.566857
1444,18.743448
1445,25.248209
1446,17.093666
1447,14.164814
1448,17.194044
1449,17.278795
1450,15.2629795
1451,16.14098
1452,17.289394
1453,15.387533
1454,13.32437
1455,26.915571
1456,9.66594
1457,32.91374
1458,22.124544
1459,13.322883
1460,11.880009
1461,14.21023
1462,17.325285
1463,21.063126
1464,18.86882
1465,14.633908
1466,13.266689
1467,15.736052
1468,18.43265
1469,24.511133
1470,20.81439
1471,16.480768
1472,12.951448
1473,15.921623
1474,17.511023
1475,25.168875
1476,17.761286
1477,19.52927
1478,19.742155
1479,22.413738
1480,18.17442
1481,18.158094
1482,14.505974
1483,12.926165
1484,19.713501
1485,19.949627
1486,17.840105
1487,19.368147
1488,14.067048
1489,15.746198
1490,14.263321
1491,22.123167
1492,23.538935
1493,16.883074
1494,14.707739
1495,16.865826
1496,16.744698
1497,16.03999
1498,21.833406
1499,19.95319
1500,22.531084
1501,19.838821
1502,18.455553
1503,21.571669
1504,14.364801
1505,15.459797
1506,15.485291
1507,24.311153
1508,12.527552
1509,12.169136
1510,17.200594
1511,18.50174
1512,19.744102
1513,16.130718
1514,15.8277855
1515,15.11611
1516,15.595935
1517,18.666897
1518,18.210236
1519,19.365503
1520,12.819947
1521,15.119244
1522,17.300076
1523,14.575208
1524,20.509739
1525,13.602488
1526,20.776506
1527,17.195105
1528,24.15694
1529,20.327976
1530,15.277306
1531,15.224584
1532,19.523104
1533,14.650144
1534,18.88805
1535,28.74705
1536,20.77785
1537,14.598913
1538,17.51525
1539,14.815096
1540,17.522795
1541,12.9665575
1542,14.659918
1543,19.308987
1544,23.826244
1545,15.079131
1546,12.352396
1547,23.104963
1548,21.431286
1549,23.16889
1550,18.059069
1551,14.844775
1552,16.00047
1553,23.59247
1554,23.50107
1555,18.514465
1556,20.2891
1557,16.415335
1558,16.132383
1559,15.5303335
1560,27.185944
1561,29.282463
1562,15.709783
1563,15.181151
1564,14.5073595
1565,20.004992
1566,11.787521
1567,15.892763
1568,15.018606
1569,17.767391
1570,24.32408
1571,13.471808
1572,25.10466
1573,13.966376
1574,21.94457
1575,19.075397
1576,15.274479
1577,18.892967
1578,19.449158
1579,11.054254
1580,14.364084
1581,22.902239
1582,11.798288
1583,13.092471
1584,18.734417
1585,18.20588
1586,19.38065
1587,17.005089
1588,12.807039
1589,16.15324
1590,10.614412
1591,13.527238
1592,11.904731
1593,9.912052
1594,14.670765
1595,20.337627
1596,14.348484
1597,13.713225
1598,18.289392
1599,14.25744
1600,20.460012
1601,13.720839
1602,17.908228
1603,28.19607
1604,14.26063
1605,16.85717
1606,15.453933
1607,14.368807
1608,15.34208
1609,18.435928
1610,22.259195
1611,13.19714
1612,18.273245
1613,12.713555
1614,13.953353
1615,17.592417
1616,15.722513
1617,18.858025
1618,14.822819
1619,20.769491
1620,13.976334
1621,17.565645
1622,18.86668
1623,13.577879
1624,16.043537
1625,15.22014
1626,16.433367
1627,16.126064
1628,14.042003
1629,16.364563
1630,16.194534
1631,17.412739
1632,19.246296
1633,15.491079
1634,16.300352
1635,18.504656
1636,24.42744
1637,17.591227
1638,22.5695
1639,19.41236
1640,15.429603
1641,16.833868
1642,14.768635
1643,17.077293
1644,15.728826
1645,15.652799
1646,26.501406
1647,12.228711
1648,21.130419
1649,19.053482
1650,15.131948
1651,14.017871
1652,20.044434
1653,13.886684
1654,14.448229
1655,21.907927
1656,16.549202
1657,17.824892
1658,20.809448
1659,17.312674
1660,18.590225
1661,19.115456
1662,15.27396
1663,19.768204
1664,23.492645
1665,17.993685
1666,16.791962
1667,18.78475
1668,20.922518
1669,8.347747
1670,33.3663
1671,11.711802
1672,14.664076
1673,14.100151
1674,14.87321
1675,18.39858
1676,18.140274
1677,19.083254
1678,19.37521
1679,14.079295
1680,22.004736
1681,13.4286175
1682,24.48464
1683,18.615564
1684,18.495737
1685,16.71875
1686,15.436076
1687,19.745726
1688,19.688927
1689,19.217884
1690,15.190648
1691,18.7963
1692,12.93266
1693,16.61147
1694,14.661252
1695,11.261198
1696,19.545732
1697,22.592804
1698,16.419355
1699,19.374058
1700,14.45949
1701,17.497416
1702,26.277945
1703,19.276678
1704,15.623163
1705,15.202271
1706,17.063677
1707,19.103872
1708,7.291621
1709,18.46851
1710,18.698065
1711,17.010927
1712,15.290992
1713,17.987303
1714,15.968256
1715,19.434826
1716,19.040907
1717,15.410034
1718,15.995161
1719,16.05032
1720,17.206415
1721,21.280708
1722,14.405646
1723,14.958874
1724,13.3061075
1725,17.929743
1726,23.468687
1727,17.19429
1728,16.746197
1729,17.738604
1730,16.743
1731,22.298897
1732,17.63834
1733,14.917313
1734,15.120897
1735,15.5235195
1736,24.551014
1737,18.016382
1738,19.46521
1739,21.29914
1740,22.759441
1741,17.882282
1742,13.235291
1743,21.748405
1744,13.233995
1745,14.237231
1746,23.70455
1747,21.013136
1748,22.582432
1749,17.385204
1750,17.894005
1751,17.561377
1752,16.829079
1753,12.64061
1754,25.0497
1755,19.438913
1756,17.422876
1757,20.972576
1758,20.848005
1759,18.824762
1760,20.020603
1761,27.910305
1762,16.74731
1763,14.281569
1764,25.064745
1765,12.487584
1766,16.961039
1767,23.038082
1768,21.71565
1769,22.753498
1770,19.832802
1771,19.448637
1772,17.966852
1773,15.669069
1774,25.529743
1775,20.10109
1776,16.462776
1777,20.426767
1778,28.17316
1779,19.857334
1780,9.272197
1781,15.102316
1782,14.215685
1783,15.813994
1784,21.62568
1785,17.068335
1786,16.65644
1787,20.058266
1788,19.344938
1789,16.746052
1790,19.2676
1791,13.588955
1792,13.899859
1793,14.599972
1794,23.848011
1795,17.254143
1796,18.969751
1797,15.201664
1798,18.778246
1799,16.438215
1800,28.484993
1801,11.38384
1802,19.006926
1803,15.959446
1804,18.036436
1805,18.569485
1806,15.33057
1807,16.65018
1808,17.502872
1809,18.033737
1810,19.587118
1811,17.786163
1812,25.71961
1813,14.959261
1814,14.716891
1815,15.327274
1816,19.358706
1817,15.419984
1818,14.3318815
1819,20.613844
1820,21.330202
1821,18.105179
1822,13.410978
1823,13.891487
1824,19.104479
1825,14.4486475
1826,17.765509
1827,26.250671
1828,21.162663
1829,14.201146
1830,23.84153
1831,18.549994
1832,26.225697
1833,14.4233
1834,16.397188
1835,21.761606
1836,13.4641485
1837,13.271088
1838,20.933966
1839,17.318567
1840,20.159073
1841,17.713991
1842,20.210932
1843,19.374594
1844,23.478067
1845,16.67659
1846,27.967075
1847,14.936913
1848,21.293163
1849,12.500887
1850,21.576412
1851,14.283607
1852,20.359901
1853,24.586264
1854,17.547438
1855,16.341764
1856,22.720781
1857,14.262705
1858,17.1809
1859,19.981842
1860,18.000519
1861,12.830747
1862,25.391535
1863,21.403479
1864,18.988356
1865,11.979089
1866,21.382334
1867,16.416838
1868,15.536983
